Lep_family,Lep_accepted_name,PD,Num.families,mpd.obs,mpd.obs.z,mntd.obs,mntd.obs.z,host.module
Hesperiidae,Polyctor polyctor,325.050802,1,103.1855,-1.772676485,103.1855,-1.862092505,
Hesperiidae,Polygonus leo,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Polygonus savigny,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Polythrix asine,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Polythrix octomaculata,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Polytremis lubricans,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Pompeius verna,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Potanthus omaha,460.808534,2,271.088743,0.044418951,271.088743,-0.057549656,
Hesperiidae,Problema byssus,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Proeidosa polysema,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Proteides mercurius,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Pseudocoladenia dan,448.784902,2,247.46855,-0.338871226,247.46855,-0.19256176,
Hesperiidae,Pseudocopaeodes eunus,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Pseudonascus paulliniae,325.050854,1,101.2678,-2.039729341,101.2678,-1.995775386,
Hesperiidae,Psolos fuligo,423.260052,2,196.41887,-1.139962459,196.41887,-0.797412875,
Hesperiidae,Pteroteinon laufella,460.808805,2,271.516683,0.11341421,271.516683,-0.080502711,
Hesperiidae,Pyrgus albescens,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Hesperiidae,Pyrgus carthami,567.364265,3,244.0321553,-0.375930683,240.5951863,-0.253397031,
Hesperiidae,Pyrgus malvae,325.050892,1,189.1223,-0.752323687,189.1223,-0.760538946,
Hesperiidae,Pyrgus scriptura,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Hesperiidae,Pyrrhiades lucagus,325.050687,1,102.661,-1.765844354,102.661,-1.474040382,
Hesperiidae,Pyrrhocalles antiqua,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Pyrrhochalcia iphis,1039.54435,7,247.3805146,-0.552663203,233.1307294,0.028107383,
Hesperiidae,Pyrrhopyge crida,325.050687,1,95.298,-1.790289553,95.298,-2.249229948,
Hesperiidae,Pyrrhopyge phidias,560.00786,3,235.6911453,-0.465544089,234.224086,-0.483419535,
Hesperiidae,Pyrrhopygopsis socrates,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Pythonides jovianus,325.0506,1,107.601644,-1.591839179,107.601644,-1.940109964,
Hesperiidae,Quadrus cerialis,457.44506,2,264.788852,-0.159914304,264.788852,0.034229266,
Hesperiidae,Quedara monteithi,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Quinta cannae,363.289652,2,76.4774,-2.123248264,76.4774,-2.304730742,
Hesperiidae,Rhinthon cubana,363.289652,2,76.4774,-2.123248264,76.4774,-2.304730742,
Hesperiidae,Sabera caesina,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Salanoemia sala,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Sarangesa dasahara,568.658872,3,241.4513733,-0.468120798,237.1560267,-0.315290271,
Hesperiidae,Sarmientoia eriopis,325.050687,1,102.661,-1.765844354,102.661,-1.474040382,
Hesperiidae,Satarupa gopala,325.049924,1,118,-1.841016096,118,-1.713297661,
Hesperiidae,Satarupa nymphalis,325.049924,1,118,-1.841016096,118,-1.713297661,
Hesperiidae,Semalea pulvina,325.050972,1,51.8437,-2.303016405,51.8437,-2.036770203,
Hesperiidae,Seseria dohertyi,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,
Hesperiidae,Signeta flammeata,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Sloperia proto,325.050552,1,142,-1.192269368,142,-1.440412843,
Hesperiidae,Sophista latifasciata,460.963498,2,271.825288,0.051579019,271.825288,-0.076511563,
Hesperiidae,Spathilepia clonius,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Spialia colotes,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Hesperiidae,Spialia orbifer,325.050892,1,189.1223,-0.752323687,189.1223,-0.760538946,
Hesperiidae,Spioniades artemides,325.050502,1,99.499,-3.401095768,99.499,-1.627869293,
Hesperiidae,Stallingsia maculosus,325.050132,1,135.10077,-1.582455571,135.10077,-1.616411111,
Hesperiidae,Staphylus ceos,325.050352,1,87.3223,-2.053141496,87.3223,-1.935153911,
Hesperiidae,Staphylus hayhurstii,325.050352,1,87.3223,-2.053141496,87.3223,-1.935153911,
Hesperiidae,Stinga morrisoni,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Suada swerga,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Suastus gremius,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Suniana sunias,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Synale cynaxa,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Synapte silius,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Systasea zampa,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Hesperiidae,Tagiades flesus,644.215374,4,236.034561,-0.535044393,212.533778,-0.663612871,
Hesperiidae,Tagiades gana,325.050632,1,123.508,-1.562283534,123.508,-1.320796958,
Hesperiidae,Tagiades japetus,460.809312,2,271.51699,0.059741519,271.51699,-0.06265374,
Hesperiidae,Tagiades litigiosa,580.581495,3,260.859162,-0.082680693,250.201671,0.01310382,
Hesperiidae,Talides sinois,325.050962,1,83.904298,-1.85234667,83.904298,-1.791259393,
Hesperiidae,Tapena thwaitesi,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Taractrocera luzonensis,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Taractrocera maevius,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Tarsoctenus corytus,325.050522,1,85.3277,-1.945288265,85.3277,-1.854104248,
Hesperiidae,Telemiades amphion,448.785072,2,242.30299,-0.378596316,242.30299,-0.316910105,
Hesperiidae,Telicota augias,399.739132,2,149.376799,-1.153918631,149.376799,-1.171826712,
Hesperiidae,Teniorhinus harona,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Teniorhinus watsoni,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Theagenes dichrous,325.050552,1,142,-1.192269368,142,-1.440412843,
Hesperiidae,Thespieus macareus,325.050802,1,103.1855,-1.772676485,103.1855,-1.862092505,
Hesperiidae,Thoressa varia,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Thorybes bathyllus,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Thorybes confusis,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Thracides phidon,383.311462,2,116.52108,-1.882998387,116.52108,-1.576727258,
Hesperiidae,Thymelicus lineola,418.872232,2,187.64298,-1.155152917,187.64298,-0.860297683,
Hesperiidae,Thymelicus sylvestris,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Toxidia parvulus,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Toxidia peron,601.023242,4,206.5918333,-1.051077007,161.37194,-2.311376286,
Hesperiidae,Trapezites petalia,325.050132,1,135.10077,-1.582455571,135.10077,-1.616411111,
Hesperiidae,Trapezites symmomus,325.050132,1,135.10077,-1.582455571,135.10077,-1.616411111,
Hesperiidae,Triskelionia tricerata,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Tsitana tsita,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Udaspes folus,508.498162,3,212.8039867,-0.806156255,154.0907,-2.112530129,
Hesperiidae,Udranomia kikkawai,325.050651,1,116.466,-2.724435998,116.466,-1.824115373,
Hesperiidae,Udranomia orcinus,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,
Hesperiidae,Unkana ambasa,460.809112,2,271.51706,0.141518642,271.51706,-0.041138459,
Hesperiidae,Urbanus dorantes,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Urbanus doryssus,325.050502,1,192,-0.773400109,192,-0.886740072,
Hesperiidae,Urbanus esmeraldus,448.784822,2,247.46887,-0.317314189,247.46887,-0.317031825,
Hesperiidae,Urbanus procne,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Urbanus proteus,460.809112,2,271.51699,-0.178055047,271.51699,-0.058216575,
Hesperiidae,Venada nevada,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,
Hesperiidae,Vertica verticalis,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Vettius lafrenaye,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Wallengrenia otho,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Wallengrenia premnas,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Xanthodisca vibius,325.050972,1,51.8437,-2.303016405,51.8437,-2.036770203,
Hesperiidae,Xeniades orchamus,431.785122,2,213.46856,-0.63225935,213.46856,-0.579194546,
Hesperiidae,Xenophanes tryxus,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Hesperiidae,Yanguna cosyra,325.050687,1,102.1548,-1.947204302,102.1548,-1.635136076,
Hesperiidae,Zela zeus,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Zenonia zeno,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Hesperiidae,Zestusa dorus,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Hesperiidae,Zographetus ogygia,460.809112,2,271.51699,-0.178055047,271.51699,-0.058216575,
Hesperiidae,Zophopetes cerymica,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Hesperiidae,Zophopetes dysmephila,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,
Lycaenidae,Acrodipsas myrmecophila,0,0,NA,NA,NA,NA,
Lycaenidae,Acytolepis puspa,1626.226815,13,233.5438826,-1.087268493,207.8672243,-0.523468089,
Lycaenidae,Aethiopana honorius,0,0,NA,NA,NA,NA,
Lycaenidae,Afarsia morgiana,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Agriades optilete,325.050542,1,118.202,-1.500634167,118.202,-1.706917627,
Lycaenidae,Ahmetia achaja,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Alaena amazoula,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,
Lycaenidae,Allotinus fallax,0,0,NA,NA,NA,NA,
Lycaenidae,Allotinus unicolor,0,0,NA,NA,NA,NA,
Lycaenidae,Aloeides pierus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Alpherakya sarta,447.456662,2,244.81116,-0.394480819,244.81116,-0.253935482,
Lycaenidae,Amblopala avidiena,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Amblypodia narada,448.785655,2,247.469563,-0.299702923,247.469563,-0.151944569,
Lycaenidae,Ancema ctesia,325.05083,1,159.8647,-1.097056546,159.8647,-1.219100301,
Lycaenidae,Anthene larydas,440.836557,2,231.571975,-0.518677239,231.571975,-0.469736526,
Lycaenidae,Antigius attilia,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Aphnaeus orcas,1189.51379,9,237.041291,-0.810866562,198.0758402,-1.070452129,
Lycaenidae,Araotes lapithis,325.05054,1,142.4068,-1.222403248,142.4068,-1.594470017,
Lycaenidae,Araragi enthea,422.930042,2,195.75913,-0.844670221,195.75913,-0.964005462,
Lycaenidae,Arawacus aetolus,448.785392,2,247.46944,-0.308520866,247.46944,-0.303861256,
Lycaenidae,Arcas imperialis,588.663808,3,266.3504253,-0.03650063,260.8767937,0.195694192,
Lycaenidae,Argyraspodes argyraspis,0,0,NA,NA,NA,NA,
Lycaenidae,Arhopala bazalus,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Arhopala muta,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Arhopala thamyras,325.050667,1,143.8503,-1.298538515,143.8503,-1.477383981,
Lycaenidae,Aricia agestis,672.520185,4,239.5575315,-0.584060704,223.7349515,-0.606603463,
Lycaenidae,Artipe eryx,448.785265,2,247.469313,-0.216312621,247.469313,-0.234695306,
Lycaenidae,Artopoetes pryeri,325.050562,1,64.188,-2.42923281,64.188,-1.935374889,
Lycaenidae,Aslauga marshalli,0,0,NA,NA,NA,NA,
Lycaenidae,Atlides halesus,406.52363,2,162.945367,-1.205622012,162.945367,-1.174159497,
Lycaenidae,Aubergina alda,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,
Lycaenidae,Axiocerses harpax,448.785472,2,247.46938,-0.382399848,247.46938,-0.209580075,
Lycaenidae,Azanus mirza,443.629754,2,237.158162,-0.427531584,237.158162,-0.364226091,
Lycaenidae,Azanus natalensis,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Azanus ubaldus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Baliochila barnesi,0,0,NA,NA,NA,NA,
Lycaenidae,Bindahara phocides,564.571432,3,242.1698,-0.428421555,236.8706067,-0.273275271,
Lycaenidae,Brephidium exilis,532.775752,3,218.39968,-0.688139765,197.0501967,-1.187906353,
Lycaenidae,Burmaozephyrus kothayaungi,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Cacyreus lingeus,448.785002,2,247.46917,-0.256419232,247.46917,-0.266624783,
Lycaenidae,Caleta caleta,325.050852,1,102.7964,-1.88383222,102.7964,-2.03052715,
Lycaenidae,Callophrys rubi,1148.519285,9,232.8048495,-0.905951517,184.3480681,-1.387206831,
Lycaenidae,Calycopis cecrops,761.55248,5,229.0363178,-0.75051193,208.0243494,-0.998081599,
Lycaenidae,Candalides xanthospilos,325.050705,1,60.1216,-2.086417149,60.1216,-4.248310593,
Lycaenidae,Capys alpheus,325.050662,1,92.1087,-1.884379727,92.1087,-2.345762275,
Lycaenidae,Castalius rosimon,325.050852,1,102.7964,-1.88383222,102.7964,-2.03052715,
Lycaenidae,Catapaecilma elegans,443.629365,2,237.157773,-0.299007047,237.157773,-0.414371919,
Lycaenidae,Catapaecilma major,1048.6236,8,226.4569555,-1.080913864,192.6570028,-1.301166595,
Lycaenidae,Catochrysops strabo,443.629754,2,237.158162,-0.427531584,237.158162,-0.364226091,
Lycaenidae,Catopyrops ancyra,729.614617,5,219.2393418,-0.895883617,185.9421504,-1.641146832,
Lycaenidae,Celastrina argiolus,1143.113632,9,227.9880889,-0.98940934,192.3964478,-1.261308727,
Lycaenidae,Cerautola ceraunia,0,0,NA,NA,NA,NA,
Lycaenidae,Chaetoprocta odata,325.050542,1,100.4022,-1.68159694,100.4022,-1.65365325,
Lycaenidae,Chalybs janias,448.784702,2,247.46895,-0.42606262,247.46895,-0.308282939,
Lycaenidae,Charana mandarinus,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Cheritra freja,1023.597457,7,252.2569344,-0.371708165,218.3929439,-0.458745006,
Lycaenidae,Chilades lajus,523.545834,3,227.3246087,-0.636461806,217.634851,-0.638462796,
Lycaenidae,Chloroselas esmeralda,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Chloroselas pseudozeritis,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Chlorostrymon simaethis,895.538814,6,241.2948407,-0.615268873,214.9171823,-0.700589164,
Lycaenidae,Chrysoritis oreas,325.05083,1,159.8647,-1.097056546,159.8647,-1.219100301,
Lycaenidae,Chrysozephyrus ataxus,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Chrysozephyrus smaragdina,436.199212,2,222.29704,-0.491548176,222.29704,-0.561757258,
Lycaenidae,Cigaritis takanonis,0,0,NA,NA,NA,NA,
Lycaenidae,Cigaritis zohra,443.629595,2,237.157303,-0.442655008,237.157303,-0.327057586,
Lycaenidae,Citrinophila erastus,0,0,NA,NA,NA,NA,
Lycaenidae,Coreana raphaelis,448.785122,2,247.46908,-0.199677999,247.46908,-0.222622378,
Lycaenidae,Coreana stygiana,325.050562,1,64.188,-2.42923281,64.188,-1.935374889,
Lycaenidae,Creon cleobis,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Crudaria leroma,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Cupido comyntas,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Cupido moorei,454.169952,3,142.04114,-1.726532129,142.0411033,-2.405907704,
Lycaenidae,Cupidopsis cissus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Cupidopsis jobates,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Curetis bulis,443.629764,2,237.158172,-0.429075269,237.158172,-0.368029139,
Lycaenidae,Curetis saronis,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Curetis tagalica,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Cyaniris semiargus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Cyclargus ammon,658.558009,4,228.8171783,-0.635159928,216.3247308,-0.749293748,
Lycaenidae,Cyclargus thomasi,443.629754,2,237.158162,-0.427531584,237.158162,-0.364226091,
Lycaenidae,Cyclyrius webbianus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Danis danis,553.538491,3,229.515106,-0.547753422,227.4588863,-0.578188083,
Lycaenidae,Dapidodigma demeter,543.444248,3,222.786344,-0.711304753,214.0008277,-0.770387808,
Lycaenidae,Deloneura ochrascens,0,0,NA,NA,NA,NA,
Lycaenidae,Deudorix antalus,941.816834,7,225.0010505,-0.928465402,190.5652129,-1.270563885,
Lycaenidae,Deudorix epijarbas,767.140883,5,230.1541348,-0.772789938,212.4940934,-0.717477046,
Lycaenidae,Discolampa ethion,325.050852,1,102.7964,-1.88383222,102.7964,-2.03052715,
Lycaenidae,Drupadia ravindra,796.083916,5,241.6570002,-0.536840331,230.407245,-0.069615119,
Lycaenidae,Durbania amakosa,0,0,NA,NA,NA,NA,
Lycaenidae,Durbaniella clarki,0,0,NA,NA,NA,NA,
Lycaenidae,Durbaniopsis saga,0,0,NA,NA,NA,NA,
Lycaenidae,Echinargus isola,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Eooxylides tharis,444.822932,2,239.54422,-0.266965016,239.54422,-0.398412755,
Lycaenidae,Epitola urania,0,0,NA,NA,NA,NA,
Lycaenidae,Erikssonia acraeina,325.050705,1,60.1216,-2.086417149,60.1216,-4.248310593,
Lycaenidae,Erora quaderna,672.635282,4,235.918185,-0.543845045,229.3661075,-0.428800912,
Lycaenidae,Erysichton lineata,579.110154,3,256.2565347,-0.022730422,251.862838,-0.015407182,
Lycaenidae,Etesiolaus catori,325.050494,1,77.9803,-2.001402426,77.9803,-2.181925987,
Lycaenidae,Euaspa milionia,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Euchrysops cnejus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Euliphyra hewitsoni,0,0,NA,NA,NA,NA,
Lycaenidae,Eumaeus atala,797.924051,3,531.9483673,2.560619868,413.7969837,3.664724553,
Lycaenidae,Eumaeus minyas,325.0504,1,149.6376,-1.093821785,149.6376,-1.150381055,
Lycaenidae,Eumedonia eumedon,325.050402,1,136.7833,-1.552410565,136.7833,-1.494456921,
Lycaenidae,Euphilotes enoptes,325.050152,1,88.9723,-1.530500549,88.9723,-1.940131511,
Lycaenidae,Evenus regalis,444.924694,2,239.748742,-0.34998242,239.748742,-0.265981556,
Lycaenidae,Feniseca tarquinius,0,0,NA,NA,NA,NA,
Lycaenidae,Flos apidanus,515.008885,3,191.06532,-1.089777053,188.8520833,-1.705582226,
Lycaenidae,Freyeria trochylus,564.570847,3,242.1700633,-0.509069964,236.87099,-0.286915753,
Lycaenidae,Glabroculus cyane,325.050352,1,83.357,-1.979834964,83.357,-2.733347284,
Lycaenidae,Glaucopsyche lygdamus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Gonerilia seraphim,325.050508,1,136.5508,-1.294719475,136.5508,-1.400532735,
Lycaenidae,Habrodais grunus,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Hayashikeia courvoisieri,325.050542,1,118.202,-1.500634167,118.202,-1.706917627,
Lycaenidae,Heliophorus epicles,325.050152,1,88.9723,-1.530500549,88.9723,-1.940131511,
Lycaenidae,Hemiolaus caeculus,325.050922,1,195.5798,-0.795729414,195.5798,-0.912929921,
Lycaenidae,Hewitsonia intermedia,0,0,NA,NA,NA,NA,
Lycaenidae,Horaga onyx,806.477073,5,248.4217116,-0.422380904,237.0298126,0.003363836,
Lycaenidae,Howarthia caelestis,325.050542,1,118.202,-1.500634167,118.202,-1.706917627,
Lycaenidae,Hypaurotis crysalus,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Hypochrysops polycletus,325.050687,1,102.661,-1.765844354,102.661,-1.474040382,
Lycaenidae,Hypolycaena phorbas,1482.442708,12,246.2422832,-0.686304285,191.855675,-0.956344079,
Lycaenidae,Hypolycaena sipylus,538.536715,3,224.8138553,-0.582551047,202.158371,-1.006663308,
Lycaenidae,Iolana iolas,448.785092,2,247.46904,-0.410839019,247.46904,-0.260852929,
Lycaenidae,Iolaus bellina,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Iophanus pyrrhias,325.050152,1,88.9723,-1.530500549,88.9723,-1.940131511,
Lycaenidae,Ipidecla miadora,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Iraota rochana,437.752362,2,225.40346,-0.584810414,225.40346,-0.493641077,
Lycaenidae,Iratsume orsedice,447.456212,2,244.81141,-0.175569818,244.81141,-0.231494721,
Lycaenidae,Iridana perdita,0,0,NA,NA,NA,NA,
Lycaenidae,Jacoona anasuja,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Jalmenus evagoras,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Jameela palmyra,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Jamides bochus,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Japonica saepestriata,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Kisutam syllis,325.050844,1,121.5324,-2.146602916,121.5324,-1.574962554,
Lycaenidae,Kolana ligurina,780.053313,5,232.855339,-0.609542323,222.5872092,-0.572319957,
Lycaenidae,Kretania psylorita,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Lachnocnema bibulus,0,0,NA,NA,NA,NA,
Lycaenidae,Laeosopis roboris,325.050562,1,64.188,-2.42923281,64.188,-1.935374889,
Lycaenidae,Lampides boeticus,421.125402,2,192.1498,-0.776311828,192.1498,-0.876663104,
Lycaenidae,Laothus barajo,325.050272,1,90.5191,-2.026577494,90.5191,-1.822975629,
Lycaenidae,Lepidochrysops patricia,372.321976,2,136.875164,-1.632706339,136.875164,-1.361057394,
Lycaenidae,Leptomyrina gorgias,448.785612,2,247.46938,-0.274025606,247.46938,-0.187249916,
Lycaenidae,Leptotes cassius,448.784902,2,247.46905,-0.405641281,247.46905,-0.252481417,
Lycaenidae,Leucantigius atayalica,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Lipaphnaeus aderna,325.050484,1,188,-1.029242829,188,-0.831371958,
Lycaenidae,Liphyra brassolis,0,0,NA,NA,NA,NA,
Lycaenidae,Logania malayica,0,0,NA,NA,NA,NA,
Lycaenidae,Loxura atymnus,444.822932,2,239.54422,-0.266965016,239.54422,-0.398412755,
Lycaenidae,Lucia limbaria,325.050771,1,91.3386,-1.967051141,91.3386,-2.12113254,
Lycaenidae,Luthrodes cleotas,325.0504,1,34.1076,-2.805441534,34.1076,-2.284221534,
Lycaenidae,Lycaena hippothoe,325.050152,1,88.9723,-1.530500549,88.9723,-1.940131511,
Lycaenidae,Lysandra coridon,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Magnastigma hirsuta,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,
Lycaenidae,Mahathala ameria,448.784961,2,247.469009,-0.257886292,247.469009,-0.305794468,
Lycaenidae,Manto hypoleuca,448.785862,2,247.46973,-0.25571537,247.46973,-0.27062796,
Lycaenidae,Maurus vogelii,443.629461,2,237.157969,-0.431704986,237.157969,-0.384367921,
Lycaenidae,Megisba malaya,559.416123,3,235.2958873,-0.487459117,233.4336633,-0.3319088,
Lycaenidae,Melanolycaena altimontana,448.784851,2,247.468999,-0.307925646,247.468999,-0.317164121,
Lycaenidae,Michaelus ira,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Miletus symethus,0,0,NA,NA,NA,NA,
Lycaenidae,Mimeresia libentina,0,0,NA,NA,NA,NA,
Lycaenidae,Ministrymon leda,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Mota massyla,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Myrina silenus,325.050862,1,84.9278,-1.656879167,84.9278,-2.994635875,
Lycaenidae,Nabokovia faga,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Nacaduba kurava,794.112156,6,219.7705732,-1.048843226,160.9146927,-2.264259851,
Lycaenidae,Neolucia agricola,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Neolysandra diana,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Neomyrina nivea,579.542278,3,260.2693787,-0.067600429,248.7136023,-0.057021115,
Lycaenidae,Neopithecops zalmora,448.784456,2,247.040845,-0.300438442,247.040845,-0.213558868,
Lycaenidae,Neozephyrus japonica,325.050508,1,136.5508,-1.294719475,136.5508,-1.400532735,
Lycaenidae,Neozephyrus orientalis,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,
Lycaenidae,Nesolycaena albosericea,325.049924,1,118,-1.841016096,118,-1.713297661,
Lycaenidae,Neurellipes lusones,325.050651,1,123.7924,-1.620257173,123.7924,-1.539543392,
Lycaenidae,Niphanda fusca,0,0,NA,NA,NA,NA,
Lycaenidae,Nothodanis schaeffera,325.050771,1,55.3776,-2.492347569,55.3776,-1.86427473,
Lycaenidae,Oboronia punctatus,371.182672,2,92.2632,-2.00147946,92.2632,-2.280646188,
Lycaenidae,Ocaria ocrisia,744.530344,5,224.7046034,-0.853992434,196.2606836,-1.151192739,
Lycaenidae,Oenomaus ortygnus,325.05054,1,142.4068,-1.222403248,142.4068,-1.594470017,
Lycaenidae,Ogyris amaryllis,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,
Lycaenidae,Orachrysops niobe,325.050502,1,192,-0.773400109,192,-0.886740072,
Lycaenidae,Oraidium barberae,448.785662,2,247.46891,-0.264151021,247.46891,-0.150504321,
Lycaenidae,Panthiades hebraeus,437.752392,2,225.40331,-0.54776928,225.40331,-0.490744864,
