Tree_label,Lep_family,Lep_accepted_name,Host_order,Host_family,Count of Lep_accepted_name,Ordinal_Proportion*,Familial_Proportion**
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Ericales,Ericaceae,7,2.880658436,2.880658436
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Fabales,Fabaceae,116,47.73662551,47.73662551
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Fagales,Fagaceae,18,7.407407407,7.407407407
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Rosales,Cannabaceae,3,33.74485597,1.234567901
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Rosales,Moraceae,1,33.74485597,0.411522634
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Rosales,Rhamnaceae,22,33.74485597,9.053497942
BN002849_LEP36047_Lycaenidae_Polyommatinae_Polyommatini_Celastrina_argiolus,Lycaenidae,Celastrina argiolus,Rosales,Rosaceae,56,33.74485597,23.04526749
BN000956_BNSZS00302_Lycaenidae_Poritiinae_Epitolini_Cerautola_ceraunia,Lycaenidae,Cerautola ceraunia,lichen,lichen,1,100,100
BN005555_RI18W042_Lycaenidae_Theclinae_Theclini_Chaetoprocta_odata,Lycaenidae,Chaetoprocta odata,Fagales,Juglandaceae,7,100,100
BN006892_LEP78392_Lycaenidae_Theclinae_Eumaeini_Chalybs_janias,Lycaenidae,Chalybs janias,Caryophyllales,Polygonaceae,1,50,50
BN006892_LEP78392_Lycaenidae_Theclinae_Eumaeini_Chalybs_janias,Lycaenidae,Chalybs janias,Fabales,Fabaceae,1,50,50
BN005213_YI17V265_Lycaenidae_Theclinae_Iolaini_Charana_mandarinus,Lycaenidae,Charana mandarinus,Santalales,Loranthaceae,3,100,100
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Fabales,Fabaceae,28,59.57446809,59.57446809
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Gentianales,Rubiaceae,1,2.127659574,2.127659574
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Laurales,Lauraceae,11,23.40425532,23.40425532
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Magnoliales,Annonaceae,1,2.127659574,2.127659574
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Rosales,Rhamnaceae,1,2.127659574,2.127659574
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Sapindales,Anacardiaceae,1,10.63829787,2.127659574
BN000959_LEP31428_Lycaenidae_Theclinae_Cheritrini_Cheritra_freja,Lycaenidae,Cheritra freja,Sapindales,Sapindaceae,4,10.63829787,8.510638298
BN003975_DL99T251_Lycaenidae_Polyommatinae_Polyommatini_Chilades_lajus,Lycaenidae,Chilades lajus,Fabales,Fabaceae,5,6.097560976,6.097560976
BN003975_DL99T251_Lycaenidae_Polyommatinae_Polyommatini_Chilades_lajus,Lycaenidae,Chilades lajus,Sapindales,Anacardiaceae,3,93.90243902,3.658536585
BN003975_DL99T251_Lycaenidae_Polyommatinae_Polyommatini_Chilades_lajus,Lycaenidae,Chilades lajus,Sapindales,Rutaceae,74,93.90243902,90.24390244
BN006134_KA18109ABRI_Lycaenidae_Aphnaeinae_X_Chloroselas_esmeralda,Lycaenidae,Chloroselas esmeralda,Fabales,Fabaceae,1,100,100
BN003885_DJM07A075_Lycaenidae_Aphnaeinae_X_Chloroselas_pseudozeritis,Lycaenidae,Chloroselas pseudozeritis,Fabales,Fabaceae,12,100,100
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Asterales,Asteraceae,5,20.83333333,20.83333333
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Fabales,Fabaceae,1,4.166666667,4.166666667
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Lamiales,Scrophulariaceae,1,4.166666667,4.166666667
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Ranunculales,Papaveraceae,1,4.166666667,4.166666667
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Sapindales,Sapindaceae,15,62.5,62.5
BN004049_RV05M729_Lycaenidae_Theclinae_Eumaeini_Chlorostrymon_simaethis,Lycaenidae,Chlorostrymon simaethis,Solanales,Solanaceae,1,4.166666667,4.166666667
BN003835_AH97Y701_Lycaenidae_Aphnaeinae_X_Chrysoritis_oreas,Lycaenidae,Chrysoritis oreas,Santalales,Santalaceae,1,100,100
BN001369_MS2016012_Lycaenidae_Theclinae_Theclini_Chrysozephyrus_ataxus,Lycaenidae,Chrysozephyrus ataxus,Fagales,Fagaceae,47,100,100
BN000962_MY2016099_Lycaenidae_Theclinae_Theclini_Chrysozephyrus_smaragdina,Lycaenidae,Chrysozephyrus smaragdina,Fagales,Fagaceae,29,51.78571429,51.78571429
BN000962_MY2016099_Lycaenidae_Theclinae_Theclini_Chrysozephyrus_smaragdina,Lycaenidae,Chrysozephyrus smaragdina,Rosales,Rosaceae,27,48.21428571,48.21428571
SRR2441453_X_Lycaenidae_Aphnaeinae_X_Cigaritis_takanonis,Lycaenidae,Cigaritis takanonis,Hymenoptera,Formicidae,4,100,100
BN005528_16J930_Lycaenidae_Aphnaeinae_X_Cigaritis_zohra,Lycaenidae,Cigaritis zohra,Fabales,Fabaceae,2,50,50
BN005528_16J930_Lycaenidae_Aphnaeinae_X_Cigaritis_zohra,Lycaenidae,Cigaritis zohra,Malvales,Cistaceae,2,50,50
BN000964_BNSZS00271_Lycaenidae_Poritiinae_Liptenini_Citrinophila_erastus,Lycaenidae,Citrinophila erastus,lichen,lichen,1,100,100
BN003871_AD06Z185_Lycaenidae_Theclinae_Theclini_Coreana_raphaelis,Lycaenidae,Coreana raphaelis,Fagales,Fagaceae,1,5.882352941,5.882352941
BN003871_AD06Z185_Lycaenidae_Theclinae_Theclini_Coreana_raphaelis,Lycaenidae,Coreana raphaelis,Lamiales,Oleaceae,16,94.11764706,94.11764706
BN001374_MY2016102_Lycaenidae_Theclinae_Theclini_Coreana_stygiana,Lycaenidae,Coreana stygiana,Lamiales,Oleaceae,24,100,100
BN003932_MWT93C068_Lycaenidae_Theclinae_Iolaini_Creon_cleobis,Lycaenidae,Creon cleobis,Santalales,Loranthaceae,13,100,100
BN003894_AJG07N850_Lycaenidae_Aphnaeinae_X_Crudaria_leroma,Lycaenidae,Crudaria leroma,Fabales,Fabaceae,11,100,100
BN005780_LEP58780_Lycaenidae_Polyommatinae_Polyommatini_Cupido_comyntas,Lycaenidae,Cupido comyntas,Fabales,Fabaceae,92,100,100
BN001338_MY201634_Lycaenidae_Polyommatinae_Polyommatini_Cupido_moorei,Lycaenidae,Cupido moorei,Lamiales,Gesneriaceae,2,100,46.15384615
BN001338_MY201634_Lycaenidae_Polyommatinae_Polyommatini_Cupido_moorei,Lycaenidae,Cupido moorei,Lamiales,Gesneriaceae,4,100,46.15384615
BN001338_MY201634_Lycaenidae_Polyommatinae_Polyommatini_Cupido_moorei,Lycaenidae,Cupido moorei,Lamiales,Lamiaceae,2,100,46.15384615
BN001338_MY201634_Lycaenidae_Polyommatinae_Polyommatini_Cupido_moorei,Lycaenidae,Cupido moorei,Lamiales,Lamiaceae,4,100,46.15384615
BN001338_MY201634_Lycaenidae_Polyommatinae_Polyommatini_Cupido_moorei,Lycaenidae,Cupido moorei,Lamiales,Oleaceae,1,100,7.692307692
ME12D035_X_Lycaenidae_Polyommatinae_Polyommatini_Cupidopsis_cissus_X_ME,Lycaenidae,Cupidopsis cissus,Fabales,Fabaceae,21,100,100
BN003916_SZS11E2006_Lycaenidae_Polyommatinae_Polyommatini_Cupidopsis_jobates,Lycaenidae,Cupidopsis jobates,Fabales,Fabaceae,13,100,100
SRR10158559_X_Lycaenidae_Curetinae_X_Curetis_bulis,Lycaenidae,Curetis bulis,Fabales,Fabaceae,9,90,90
SRR10158559_X_Lycaenidae_Curetinae_X_Curetis_bulis,Lycaenidae,Curetis bulis,Sapindales,Meliaceae,1,10,10
BN004020_RE02A145_Lycaenidae_Curetinae_X_Curetis_saronis,Lycaenidae,Curetis saronis,Fabales,Fabaceae,4,100,100
RE10K028_X_Lycaenidae_Curetinae_X_Curetis_tagalica_X_ME,Lycaenidae,Curetis tagalica,Fabales,Fabaceae,2,100,100
BN003996_NK00P649_Lycaenidae_Polyommatinae_Polyommatini_Cyaniris_semiargus,Lycaenidae,Cyaniris semiargus,Fabales,Fabaceae,49,100,100
BN004009_JE01C282_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_ammon,Lycaenidae,Cyclargus ammon,Fabales,Fabaceae,21,72.4137931,72.4137931
BN004009_JE01C282_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_ammon,Lycaenidae,Cyclargus ammon,Malpighiales,Malpighiaceae,1,6.896551724,3.448275862
BN004009_JE01C282_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_ammon,Lycaenidae,Cyclargus ammon,Malpighiales,Putranjivaceae,1,6.896551724,3.448275862
BN004009_JE01C282_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_ammon,Lycaenidae,Cyclargus ammon,Sapindales,Sapindaceae,6,20.68965517,20.68965517
SRR6727422_X_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_thomasi,Lycaenidae,Cyclargus thomasi,Fabales,Fabaceae,,,
SRR6727422_X_Lycaenidae_Polyommatinae_Polyommatini_Cyclargus_thomasi,Lycaenidae,Cyclargus thomasi,Sapindales,Sapindaceae,,,
BN004041_BA05I225_Lycaenidae_Polyommatinae_Polyommatini_Cyclyrius_webbianus,Lycaenidae,Cyclyrius webbianus,Fabales,Fabaceae,9,100,100
BN007150_DL18S337_Lycaenidae_Polyommatinae_Polyommatini_Danis_danis,Lycaenidae,Danis danis,Fabales,Fabaceae,1,7.692307692,7.692307692
BN007150_DL18S337_Lycaenidae_Polyommatinae_Polyommatini_Danis_danis,Lycaenidae,Danis danis,Oxalidales,Connaraceae,5,38.46153846,38.46153846
BN007150_DL18S337_Lycaenidae_Polyommatinae_Polyommatini_Danis_danis,Lycaenidae,Danis danis,Rosales,Rhamnaceae,7,53.84615385,53.84615385
AJG07E194_X_Lycaenidae_Theclinae_Cheritrini_Dapidodigma_demeter_X_ME,Lycaenidae,Dapidodigma demeter,Fabales,Fabaceae,4,57.14285714,57.14285714
AJG07E194_X_Lycaenidae_Theclinae_Cheritrini_Dapidodigma_demeter_X_ME,Lycaenidae,Dapidodigma demeter,Malpighiales,Euphorbiaceae,1,42.85714286,14.28571429
AJG07E194_X_Lycaenidae_Theclinae_Cheritrini_Dapidodigma_demeter_X_ME,Lycaenidae,Dapidodigma demeter,Malpighiales,Salicaceae,2,42.85714286,28.57142857
BN003987_SC99T538_Lycaenidae_Poritiinae_Epitolini_Deloneura_ochrascens,Lycaenidae,Deloneura ochrascens,lichen,lichen,1,100,100
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Fabales,Fabaceae,118,70.65868263,70.65868263
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Myrtales,Combretaceae,11,12.5748503,6.586826347
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Myrtales,Lythraceae,2,12.5748503,1.19760479
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Myrtales,Myrtaceae,8,12.5748503,4.790419162
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Rosales,Rosaceae,12,7.185628743,7.185628743
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Sapindales,Meliaceae,5,9.580838323,2.994011976
ME11B047_X_Lycaenidae_Theclinae_Deudorigini_Deudorix_antalus_X_ME,Lycaenidae,Deudorix antalus,Sapindales,Sapindaceae,11,9.580838323,6.586826347
BN003959_NP95Y187_Lycaenidae_Theclinae_Deudorigini_Deudorix_epijarbas,Lycaenidae,Deudorix epijarbas,Fabales,Fabaceae,10,7.751937984,7.751937984
BN003959_NP95Y187_Lycaenidae_Theclinae_Deudorigini_Deudorix_epijarbas,Lycaenidae,Deudorix epijarbas,Myrtales,Lythraceae,19,14.72868217,14.72868217
BN003959_NP95Y187_Lycaenidae_Theclinae_Deudorigini_Deudorix_epijarbas,Lycaenidae,Deudorix epijarbas,Oxalidales,Connaraceae,14,13.17829457,10.85271318
BN003959_NP95Y187_Lycaenidae_Theclinae_Deudorigini_Deudorix_epijarbas,Lycaenidae,Deudorix epijarbas,Oxalidales,Elaeocarpaceae,3,13.17829457,2.325581395
BN003959_NP95Y187_Lycaenidae_Theclinae_Deudorigini_Deudorix_epijarbas,Lycaenidae,Deudorix epijarbas,Sapindales,Sapindaceae,83,64.34108527,64.34108527
BN004001_DL01N099_Lycaenidae_Polyommatinae_Polyommatini_Discolampa_ethion,Lycaenidae,Discolampa ethion,Rosales,Rhamnaceae,22,100,100
DL01P128_X_Lycaenidae_Theclinae_Cheritrini_Drupadia_ravindra_X_ME,Lycaenidae,Drupadia ravindra,Ericales,Lecythidaceae,1,2.941176471,2.941176471
DL01P128_X_Lycaenidae_Theclinae_Cheritrini_Drupadia_ravindra_X_ME,Lycaenidae,Drupadia ravindra,Fabales,Fabaceae,25,73.52941176,73.52941176
DL01P128_X_Lycaenidae_Theclinae_Cheritrini_Drupadia_ravindra_X_ME,Lycaenidae,Drupadia ravindra,Gentianales,Rubiaceae,1,2.941176471,2.941176471
DL01P128_X_Lycaenidae_Theclinae_Cheritrini_Drupadia_ravindra_X_ME,Lycaenidae,Drupadia ravindra,Myrtales,Myrtaceae,2,5.882352941,5.882352941
DL01P128_X_Lycaenidae_Theclinae_Cheritrini_Drupadia_ravindra_X_ME,Lycaenidae,Drupadia ravindra,Sapindales,Sapindaceae,5,14.70588235,14.70588235
BN003908_AH10E066_Lycaenidae_Poritiinae_Liptenini_Durbania_amakosa,Lycaenidae,Durbania amakosa,Cyanophyta,Cyanophyta,2,66.66666667,66.66666667
BN003908_AH10E066_Lycaenidae_Poritiinae_Liptenini_Durbania_amakosa,Lycaenidae,Durbania amakosa,lichen,lichen,1,33.33333333,33.33333333
BN004040_AH05B562_Lycaenidae_Poritiinae_Liptenini_Durbaniella_clarki,Lycaenidae,Durbaniella clarki,lichen,lichen,1,100,100
BN003974_AH99U448_Lycaenidae_Poritiinae_Liptenini_Durbaniopsis_saga,Lycaenidae,Durbaniopsis saga,Cyanophyta,Cyanophyta,1,50,50
BN003974_AH99U448_Lycaenidae_Poritiinae_Liptenini_Durbaniopsis_saga,Lycaenidae,Durbaniopsis saga,lichen,lichen,1,50,50
BN000980_LEP43791_Lycaenidae_Polyommatinae_Polyommatini_Echinargus_isola,Lycaenidae,Echinargus isola,Fabales,Fabaceae,35,100,100
BN003962_NP95Y267_Lycaenidae_Theclinae_Loxurini_Eooxylides_tharis,Lycaenidae,Eooxylides tharis,Dioscoreales,Dioscoreaceae,1,10,10
BN003962_NP95Y267_Lycaenidae_Theclinae_Loxurini_Eooxylides_tharis,Lycaenidae,Eooxylides tharis,Liliales,Smilacaceae,9,90,90
BN000984_BNSZS00508_Lycaenidae_Poritiinae_Epitolini_Epitola_urania,Lycaenidae,Epitola urania,lichen,lichen,1,100,100
BN003889_AJG07D583_Lycaenidae_Aphnaeinae_X_Erikssonia_acraeina,Lycaenidae,Erikssonia acraeina,Malvales,Thymelaeaceae,2,100,100
BN005778_LEP58793_Lycaenidae_Theclinae_Eumaeini_Erora_quaderna,Lycaenidae,Erora quaderna,Fabales,Fabaceae,1,12.5,12.5
BN005778_LEP58793_Lycaenidae_Theclinae_Eumaeini_Erora_quaderna,Lycaenidae,Erora quaderna,Fagales,Fagaceae,4,50,50
BN005778_LEP58793_Lycaenidae_Theclinae_Eumaeini_Erora_quaderna,Lycaenidae,Erora quaderna,Lamiales,Oleaceae,1,12.5,12.5
BN005778_LEP58793_Lycaenidae_Theclinae_Eumaeini_Erora_quaderna,Lycaenidae,Erora quaderna,Rosales,Rhamnaceae,2,25,25
BN004016_DL02P472_Lycaenidae_Polyommatinae_Polyommatini_Erysichton_lineata,Lycaenidae,Erysichton lineata,Proteales,Proteaceae,7,26.92307692,26.92307692
BN004016_DL02P472_Lycaenidae_Polyommatinae_Polyommatini_Erysichton_lineata,Lycaenidae,Erysichton lineata,Sapindales,Sapindaceae,13,50,50
BN004016_DL02P472_Lycaenidae_Polyommatinae_Polyommatini_Erysichton_lineata,Lycaenidae,Erysichton lineata,unplaced asterid I,Boraginaceae,6,23.07692308,23.07692308
BN007056_RD98U008_Lycaenidae_Theclinae_Iolaini_Etesiolaus_catori,Lycaenidae,Etesiolaus catori,Ericales,Sapotaceae,4,100,100
BN005556_RI18W045_Lycaenidae_Theclinae_Theclini_Euaspa_milionia,Lycaenidae,Euaspa milionia,Fagales,Fagaceae,3,100,100
BN007036_DL11E045_Lycaenidae_Polyommatinae_Polyommatini_Euchrysops_cnejus,Lycaenidae,Euchrysops cnejus,Fabales,Fabaceae,267,100,100
BN003986_SC99T536_Lycaenidae_Miletinae_Liphyrini_Euliphyra_hewitsoni,Lycaenidae,Euliphyra hewitsoni,Hymenoptera,Formicidae,1,100,100
RF140042_X_Lycaenidae_Theclinae_Eumaeini_Eumaeus_atala_X_ME,Lycaenidae,Eumaeus atala,Cycadales,Cycadaceae,3,94.11764706,17.64705882
RF140042_X_Lycaenidae_Theclinae_Eumaeini_Eumaeus_atala_X_ME,Lycaenidae,Eumaeus atala,Cycadales,Zamiaceae,13,94.11764706,76.47058824
RF140042_X_Lycaenidae_Theclinae_Eumaeini_Eumaeus_atala_X_ME,Lycaenidae,Eumaeus atala,Malpighiales,Euphorbiaceae,1,5.882352941,5.882352941
BN004361_TQ05F862_Lycaenidae_Theclinae_Eumaeini_Eumaeus_minyas,Lycaenidae,Eumaeus minyas,Cycadales,Zamiaceae,2,100,100
BN003997_NK00P664_Lycaenidae_Polyommatinae_Polyommatini_Eumedonia_eumedon,Lycaenidae,Eumedonia eumedon,Geraniales,Geraniaceae,25,100,100
BN003925_AS92Z401_Lycaenidae_Polyommatinae_Polyommatini_Euphilotes_enoptes,Lycaenidae,Euphilotes enoptes,Caryophyllales,Polygonaceae,33,100,100
BN005099_07SRNP23058_Lycaenidae_Theclinae_Eumaeini_Evenus_regalis,Lycaenidae,Evenus regalis,Caryophyllales,Polygonaceae,1,9.090909091,9.090909091
BN005099_07SRNP23058_Lycaenidae_Theclinae_Eumaeini_Evenus_regalis,Lycaenidae,Evenus regalis,Ericales,Sapotaceae,10,90.90909091,90.90909091
BN001030_LEP27511_Lycaenidae_Miletinae_Spalgini_Feniseca_tarquinius,Lycaenidae,Feniseca tarquinius,Hemiptera,Eriosomatinae,6,100,75
BN001030_LEP27511_Lycaenidae_Miletinae_Spalgini_Feniseca_tarquinius,Lycaenidae,Feniseca tarquinius,Hemiptera,Fulgoridae,1,100,12.5
BN001030_LEP27511_Lycaenidae_Miletinae_Spalgini_Feniseca_tarquinius,Lycaenidae,Feniseca tarquinius,Hemiptera,Pemphigidae,1,100,12.5
BN004620_HD17F172_Lycaenidae_Theclinae_Arhopalini_Flos_apidanus,Lycaenidae,Flos apidanus,Myrtales,Combretaceae,2,100,5.128205128
BN004620_HD17F172_Lycaenidae_Theclinae_Arhopalini_Flos_apidanus,Lycaenidae,Flos apidanus,Myrtales,Lythraceae,9,100,23.07692308
BN004620_HD17F172_Lycaenidae_Theclinae_Arhopalini_Flos_apidanus,Lycaenidae,Flos apidanus,Myrtales,Myrtaceae,28,100,71.79487179
BN002851_LEP50548_Lycaenidae_Polyommatinae_Polyommatini_Freyeria_trochylus,Lycaenidae,Freyeria trochylus,Fabales,Fabaceae,45,72.58064516,72.58064516
BN002851_LEP50548_Lycaenidae_Polyommatinae_Polyommatini_Freyeria_trochylus,Lycaenidae,Freyeria trochylus,Malpighiales,Phyllanthaceae,2,3.225806452,3.225806452
BN002851_LEP50548_Lycaenidae_Polyommatinae_Polyommatini_Freyeria_trochylus,Lycaenidae,Freyeria trochylus,unplaced asterid I,Boraginaceae,15,24.19354839,24.19354839
BN004022_VL02X157_Lycaenidae_Polyommatinae_Polyommatini_Glabroculus_cyane,Lycaenidae,Glabroculus cyane,Caryophyllales,Plumbaginaceae,10,100,100
BN002858_LEP31611_Lycaenidae_Polyommatinae_Polyommatini_Glaucopsyche_lygdamus,Lycaenidae,Glaucopsyche lygdamus,Fabales,Fabaceae,109,100,100
BN006276_FH18Z052_Lycaenidae_Theclinae_Theclini_Gonerilia_seraphim,Lycaenidae,Gonerilia seraphim,Fagales,Betulaceae,3,100,100
BN003924_AS92Z388_Lycaenidae_Theclinae_Theclini_Habrodais_grunus,Lycaenidae,Habrodais grunus,Fagales,Fagaceae,20,100,100
BN006270_FH18Z003_Lycaenidae_Theclinae_Theclini_Hayashikeia_courvoisieri,Lycaenidae,Hayashikeia courvoisieri,Ericales,Ericaceae,1,100,100
BN003409_YI16P143_Lycaenidae_Lycaeninae_Heliophorini_Heliophorus_epicles,Lycaenidae,Heliophorus epicles,Caryophyllales,Polygonaceae,13,100,100
DJM13A021_X_Lycaenidae_Theclinae_Hypolycaenini_Hemiolaus_caeculus_X_ME,Lycaenidae,Hemiolaus caeculus,Santalales,Olacaceae,8,100,100
SZSES053_X_Lycaenidae_Poritiinae_Epitolini_Hewitsonia_intermedia_X_ME,Lycaenidae,Hewitsonia intermedia,lichen,lichen,1,100,100
BN004629_HD17F479_Lycaenidae_Theclinae_Horagini_Horaga_onyx,Lycaenidae,Horaga onyx,Cucurbitales,Coriariaceae,8,36.36363636,36.36363636
BN004629_HD17F479_Lycaenidae_Theclinae_Horagini_Horaga_onyx,Lycaenidae,Horaga onyx,Laurales,Lauraceae,5,22.72727273,22.72727273
BN004629_HD17F479_Lycaenidae_Theclinae_Horagini_Horaga_onyx,Lycaenidae,Horaga onyx,Malpighiales,Phyllanthaceae,6,27.27272727,27.27272727
BN004629_HD17F479_Lycaenidae_Theclinae_Horagini_Horaga_onyx,Lycaenidae,Horaga onyx,Malvales,Malvaceae,2,9.090909091,9.090909091
BN004629_HD17F479_Lycaenidae_Theclinae_Horagini_Horaga_onyx,Lycaenidae,Horaga onyx,Rosales,Rosaceae,1,4.545454545,4.545454545
BN006400_BN001_Lycaenidae_Theclinae_Theclini_Howarthia_caelestis,Lycaenidae,Howarthia caelestis,Ericales,Ericaceae,2,100,100
BN001042_LEP26195_Lycaenidae_Theclinae_Theclini_Hypaurotis_crysalus,Lycaenidae,Hypaurotis crysalus,Fagales,Fagaceae,3,100,100
BN001063_DL12E114_Lycaenidae_Theclinae_Luciini_Hypochrysops_polycletus,Lycaenidae,Hypochrysops polycletus,Malpighiales,Malpighiaceae,4,100,100
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Ericales,Lecythidaceae,5,12.82051282,6.41025641
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Ericales,Primulaceae,5,12.82051282,6.41025641
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Fabales,Fabaceae,13,16.66666667,16.66666667
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Lamiales,Lamiaceae,14,19.23076923,17.94871795
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Lamiales,Verbenaceae,1,19.23076923,1.282051282
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Liliales,Smilacaceae,4,5.128205128,5.128205128
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Myrtales,Combretaceae,5,21.79487179,6.41025641
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Myrtales,Myrtaceae,12,21.79487179,15.38461538
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Poales,Flagellariaceae,5,6.41025641,6.41025641
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Santalales,Loranthaceae,5,8.974358974,6.41025641
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Santalales,Santalaceae,2,8.974358974,2.564102564
TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME,Lycaenidae,Hypolycaena phorbas,Sapindales,Sapindaceae,7,8.974358974,8.974358974
BN004417_DL12E119_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_sipylus,Lycaenidae,Hypolycaena sipylus,Gentianales,Rubiaceae,4,57.14285714,57.14285714
BN004417_DL12E119_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_sipylus,Lycaenidae,Hypolycaena sipylus,Lamiales,Lamiaceae,1,14.28571429,14.28571429
BN004417_DL12E119_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_sipylus,Lycaenidae,Hypolycaena sipylus,Myrtales,Myrtaceae,2,28.57142857,28.57142857
BN004025_JD03A505_Lycaenidae_Polyommatinae_Polyommatini_Iolana_iolas,Lycaenidae,Iolana iolas,Ericales,Ericaceae,1,11.11111111,11.11111111
BN004025_JD03A505_Lycaenidae_Polyommatinae_Polyommatini_Iolana_iolas,Lycaenidae,Iolana iolas,Fabales,Fabaceae,8,88.88888889,88.88888889
ME13E089_X_Lycaenidae_Theclinae_Iolaini_Iolaus_bellina.group_X_ME,Lycaenidae,Iolaus bellina,Santalales,Loranthaceae,1,100,100
BN006991_LEP79228_Lycaenidae_Lycaeninae_Heliophorini_Iophanus_pyrrhias,Lycaenidae,Iophanus pyrrhias,Caryophyllales,Polygonaceae,1,100,100
BN006898_LEP78275_Lycaenidae_Theclinae_Eumaeini_Ipidecla_miadora,Lycaenidae,Ipidecla miadora,Fabales,Fabaceae,2,100,100
