Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.atLeast1source	Num.families.atLeast1source	mpd.obs.atLeast1source	mpd.rand.mean.atLeast1source	mpd.rand.sd.atLeast1source	mpd.obs.rank.atLeast1source	mpd.obs.z.atLeast1source	mpd.obs.p.atLeast1source	mntd.obs.atLeast1source	mntd.rand.mean.atLeast1source	mntd.rand.sd.atLeast1source	mntd.obs.rank.atLeast1source	mntd.obs.z.atLeast1source	mntd.obs.p.atLeast1source																		
BN000517_LEP47548_Hesperiidae_Hesperiinae_Hesperiini_Nastra_julia	Hesperiidae	Nastra julia	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000518_MFB13P049_Hesperiidae_Trapezitinae_X_Neohesperilla_croceus	Hesperiidae	Neohesperilla croceus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000520_590_Hesperiidae_Trapezitinae_X_Neohesperilla_xanthomera	Hesperiidae	Neohesperilla xanthomera	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000522_LEP43169_Hesperiidae_Hesperiinae_Hesperiini_Neoxeniades_braesia	Hesperiidae	Neoxeniades braesia	325.050952	1	54.2995	261.7736575	72.58295446	1	-2.85844189	0.01	54.2995	254.047525	47.17651196	1	-4.234056668	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000524_LEP48673_Hesperiidae_Tagiadinae_Tagiadini_Netrobalane_canopus	Hesperiidae	Netrobalane canopus	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01	325.050645	1	76.7222	285.5276107	110.2060807	1	-1.894681395	0.01	76.7222	271.9333311	101.9759357	2.5	-1.914286246	0.025																		
BN000525_99_Hesperiidae_Tagiadinae_Netrocorynini_Netrocoryne_repanda	Hesperiidae	Netrocoryne repanda	1333.492996	8	345.8940925	269.2419409	47.35436315	85	1.618692483	0.85	269.662316	226.4710266	29.08317115	87	1.485095596	0.87	1333.492996	8	345.8940925	270.4722929	42.13797189	83	1.789877307	0.83	269.662316	233.3979742	31.79525657	83	1.140558237	0.83																		
SRR7174535_X_Hesperiidae_Pyrginae_Carcharodini_Noctuana_haematospila	Hesperiidae	Noctuana haematospila	325.050892	1	189.1223	272.4282205	110.7314868	10	-0.752323687	0.1	189.1223	271.2290871	107.9586884	6	-0.760538946	0.06	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000531_MY2016HES36_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_curvifascia_corinda	Hesperiidae	Notocrypta curvifascia	429.443172	3	108.43506	265.4283504	59.12841584	1	-2.655124244	0.01	100.34913	255.3499533	52.27193476	1	-2.965278098	0.01	429.443172	3	108.43506	262.6981219	60.33132532	1	-2.55693143	0.01	100.34913	249.403718	44.861855	1	-3.322523957	0.01																		
SRR7174518_X_Hesperiidae_Hesperiinae_Erionotini_Notocrypta_feisthamelii	Hesperiidae	Notocrypta feisthamelii	477.131932	4	105.4301883	260.8607828	44.85569932	1	-3.465124763	0.01	99.1062075	241.2913884	42.26796209	1	-3.363899602	0.01	429.443172	3	108.43506	262.6981219	60.33132532	1	-2.55693143	0.01	100.34913	249.403718	44.861855	1	-3.322523957	0.01																		
BN000538_160_Hesperiidae_Hesperiinae_Hesperiini_Nyctelius_nyctelius	Hesperiidae	Nyctelius nyctelius	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000539_LEP26624_Hesperiidae_Hesperiinae_Hesperiini_Oarisma_garita	Hesperiidae	Oarisma garita	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000543_LEP26595_Hesperiidae_Hesperiinae_Hesperiini_Ochlodes_sylvanoides_omnigena	Hesperiidae	Ochlodes sylvanoides	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
DL02Q800_X_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_flavovittata_X_ME	Hesperiidae	Ocybadistes flavovittata	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000549_127_Hesperiidae_Hesperiinae_Taractrocerini_Ocybadistes_walkeri	Hesperiidae	Ocybadistes walkeri	533.472942	3	215.34888	259.1284682	55.03472071	2	-0.795490332	0.02	201.4959267	256.1902273	47.45311522	5	-1.152596629	0.05	439.651442	2	229.20182	275.7904299	98.643076	13	-0.47229478	0.13	229.20182	256.7577999	61.70811503	11	-0.446553584	0.11																		
BN000550_LEP48133_Hesperiidae_Tagiadinae_Tagiadini_Odina_hieroglyphica	Hesperiidae	Odina hieroglyphica	325.050802	1	103.1855	275.800099	97.37512769	1	-1.772676485	0.01	103.1855	271.8036685	90.55305687	1	-1.862092505	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000551_YI16P100_Hesperiidae_Tagiadinae_Tagiadini_Odontoptilum_angulata	Hesperiidae	Odontoptilum angulata	429.309384	2	208.517279	255.9752963	62.75812785	5	-0.756205115	0.05	208.517279	266.5236037	92.00701678	6	-0.630455445	0.06	429.309384	2	208.517279	265.8397586	93.40617821	11	-0.613690451	0.11	208.517279	301.00452	124.9773142	2	-0.740032234	0.02																		
BN000555_LEP48128_Hesperiidae_Hesperiinae_Erionotini_Oerane_microthyrus	Hesperiidae	Oerane microthyrus	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN003752_LEP61335_Hesperiidae_Eudaminae_Phocidini_Aurina_azines	Hesperiidae	Oileides azines	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000556_LEP39927_Hesperiidae_Hesperiinae_Hesperiini_Oligoria_maculata	Hesperiidae	Oligoria maculata	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN003688_LEP61271_Hesperiidae_Hesperiinae_Hesperiini_Onophas_columbaria	Hesperiidae	Onophas columbaria	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000558_322_Hesperiidae_Trapezitinae_X_Oreisplanus_munionga	Hesperiidae	Oreisplanus munionga	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	325.050752	1	89.2401	262.8207994	72.26673719	1	-2.401944603	0.01	89.2401	270.919038	80.84103553	1	-2.247360351	0.01																		
BN000560_MY2016HES42_Hesperiidae_Hesperiinae_Taractrocerini_Oriens_gola_pseudolus	Hesperiidae	Oriens gola	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN003665_LEP61248_Hesperiidae_Hesperiinae_Pericharini_Orphe_gerasa	Hesperiidae	Orphe gerasa	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000561_411_Hesperiidae_Hesperiinae_Pericharini_Orses_cynisca	Hesperiidae	Orses cynisca	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000565_BNSZS00280_Hesperiidae_Hesperiinae_Astictopterini_Osmodes_laronia	Hesperiidae	Osmodes laronia	325.050952	1	54.2995	261.7736575	72.58295446	1	-2.85844189	0.01	54.2995	254.047525	47.17651196	1	-4.234056668	0.01	325.050952	1	54.2995	275.1361225	107.0780917	1	-2.062388477	0.01	54.2995	284.4324057	118.6977518	1	-1.938814361	0.01																		
SRR9330753_X_Hesperiidae_Pyrrhopyginae_Oxynetrini_Oxynetra_stangelandi	Hesperiidae	Oxynetra stangelandi	325.050892	1	189.1223	272.4282205	110.7314868	10	-0.752323687	0.1	189.1223	271.2290871	107.9586884	6	-0.760538946	0.06	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003588_LEP61233_Hesperiidae_Hesperiinae_Hesperiini_Oxynthes_corusca	Hesperiidae	Oxynthes corusca	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000893_RV06A439_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_lucas	Hesperiidae	Panoquina lucas	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000572_LEP26142_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_ocola_ocola	Hesperiidae	Panoquina ocola	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN002821_LEP49542_Hesperiidae_Hesperiinae_Hesperiini_Panoquina_panoquin	Hesperiidae	Panoquina panoquin	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN005743_LEP30356_Hesperiidae_Hesperiinae_Hesperiini_Papias_subcostulata	Hesperiidae	Papias subcostulata	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000577_LEP39440_Hesperiidae_Hesperiinae_Hesperiini_Paracarystus_hypargyra	Hesperiidae	Paracarystus hypargyra	325.050752	1	89.2401	261.6434252	60.01551743	1	-2.872645818	0.01	89.2401	280.9192883	112.6336429	1	-1.701793384	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003750_LEP61333_Hesperiidae_Hesperiinae_Hesperiini_Parachoranthus_magdalia	Hesperiidae	Parachoranthus magdalia	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN007097_LEP79291_Hesperiidae_Pyrginae_Achlyodini_Paramimus_scurra	Hesperiidae	Paramimus scurra	460.963185	2	271.825175	269.7043767	91.09100785	90	0.023282191	0.9	271.825175	273.5421716	106.7425339	91	-0.016085402	0.91	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000580_LEP36447_Hesperiidae_Hesperiinae_Hesperiini_Paratrytone_snowi	Hesperiidae	Paratrytone snowi	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN006106_KA18161ABRI_Hesperiidae_Hesperiinae_Ceratrichiini_Pardaleodes_edipus	Hesperiidae	Pardaleodes edipus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000581_Rvcoll11K865_Hesperiidae_Hesperiinae_Ceratrichiini_Pardaleodes_incerta	Hesperiidae	Pardaleodes incerta	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
SRR9330700_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Parelbella_ahira	Hesperiidae	Parelbella ahira	460.962885	2	271.824775	272.2273732	108.6444169	89	-0.00370565	0.89	271.824775	264.0511178	83.92905594	90	0.092621764	0.9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR9330701_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Parelbella_macleannani	Hesperiidae	Parelbella macleannani	325.050685	1	115.2222	270.2079343	91.83002933	2	-1.687745669	0.02	115.2222	252.9243188	49.02186934	2	-2.808993633	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000584_MY2016HES65_Hesperiidae_Hesperiinae_Baorini_Parnara_apostata_apostata	Hesperiidae	Parnara apostata	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000589_LEP40454_Hesperiidae_Hesperiinae_Baorini_Parnara_guttatus	Hesperiidae	Parnara guttatus	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN000594_Rvcoll11K629_Hesperiidae_Hesperiinae_X_Parosmodes_morantii	Hesperiidae	Parosmodes morantii	540.26846	3	222.531712	268.4450377	70.5360996	8	-0.650919543	0.08	207.9051427	244.4502488	42.36345927	14	-0.862656325	0.14	540.26846	3	222.531712	264.9428131	67.93827146	8	-0.624259349	0.08	207.9051427	244.7164025	38.28476773	12	-0.961511903	0.12																		
BN005456_MFB16P073_Hesperiidae_Trapezitinae_X_Pasma_tasmanicus	Hesperiidae	Pasma tasmanicus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
LEP19264_X_Hesperiidae_Pyrrhopyginae_Passovini_Passova_gellias_X_ME	Hesperiidae	Passova gellias	325.050854	1	101.2678	268.2930226	81.88597339	1	-2.039729341	0.01	101.2678	262.5863915	80.8300336	1	-1.995775386	0.01	325.050854	1	101.2678	271.8658378	90.43914092	1	-1.886329703	0.01	101.2678	266.0728372	72.40057814	2	-2.276294492	0.02																		
SRR9330714_X_Hesperiidae_Pyrrhopyginae_Passovini_Passova_passova	Hesperiidae	Passova passova	325.050854	1	101.2678	268.2930226	81.88597339	1	-2.039729341	0.01	101.2678	262.5863915	80.8300336	1	-1.995775386	0.01	325.050854	1	101.2678	271.8658378	90.43914092	1	-1.886329703	0.01	101.2678	266.0728372	72.40057814	2	-2.276294492	0.02																		
SRR7174570_X_Hesperiidae_Pyrginae_Carcharodini_Pellicia_arina	Hesperiidae	Pellicia arina	325.050667	1	143.8503	286.8117611	110.0941246	1	-1.298538515	0.01	143.8503	262.7878745	80.50552599	3	-1.477383981	0.03	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN005108_06SRNP2647_Hesperiidae_Pyrginae_Carcharodini_Pellicia_dimidiata	Hesperiidae	Pellicia dimidiata	325.050802	1	103.1855	275.800099	97.37512769	1	-1.772676485	0.01	103.1855	271.8036685	90.55305687	1	-1.862092505	0.01	325.050802	1	103.1855	274.2082228	108.5017075	2	-1.576221487	0.02	103.1855	265.6764098	81.89758322	1	-1.984074541	0.01																		
ME12C211_X_Hesperiidae_Hesperiinae_Baorini_Pelopidas_mathias_X_ME	Hesperiidae	Pelopidas mathias	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01	418.872232	2	187.64298	270.7973277	92.0498477	4	-0.903362143	0.04	187.64298	265.4062759	83.33122805	4	-0.933183126	0.04																		
BN000609_LEP30062_Hesperiidae_Hesperiinae_Pericharini_Perichares_lotus	Hesperiidae	Perichares lotus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN005109_06SRNP2119_Hesperiidae_Eudaminae_Entheini_Phanus_vitreus	Hesperiidae	Phanus vitreus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003417_LEP59326_Hesperiidae_Eudaminae_Phocidini_Phareas_coeleste	Hesperiidae	Phareas coeleste	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
SRR7174453_X_Hesperiidae_Eudaminae_Phocidini_Phocides_pigmalion	Hesperiidae	Phocides pigmalion	325.050675	1	118.5317	274.9758361	99.80714838	2	-1.567464241	0.02	118.5317	265.2396356	95.60176816	3	-1.534573454	0.03	325.050675	1	118.5317	252.2635939	48.84094939	3	-2.73811004	0.03	118.5317	265.8929764	81.06185501	1	-1.817886803	0.01																		
BN000613_443_Hesperiidae_Eudaminae_Phocidini_Phocides_polybius	Hesperiidae	Phocides polybius	325.050685	1	115.2222	270.2079343	91.83002933	2	-1.687745669	0.02	115.2222	252.9243188	49.02186934	2	-2.808993633	0.02	325.050685	1	115.2222	275.7220012	97.4196075	1	-1.647510243	0.01	115.2222	259.5159401	75.19371636	2	-1.918960082	0.02																		
BN000614_LEP26181_Hesperiidae_Pyrginae_Carcharodini_Pholisora_catullus	Hesperiidae	Pholisora catullus	325.050352	1	87.3223	272.5455388	90.21455127	1	-2.053141496	0.01	87.3223	276.0024032	97.50134195	1	-1.935153911	0.01	325.050352	1	87.3223	268.6650486	91.18110546	1	-1.988819369	0.01	87.3223	281.1515705	103.5694191	1	-1.871491336	0.01																		
SRR7174538_X_Hesperiidae_Pyrginae_Carcharodini_Pholisora_mejicanus	Hesperiidae	Pholisora mejicanus	325.050352	1	87.3223	272.5455388	90.21455127	1	-2.053141496	0.01	87.3223	276.0024032	97.50134195	1	-1.935153911	0.01	325.050352	1	87.3223	268.6650486	91.18110546	1	-1.988819369	0.01	87.3223	281.1515705	103.5694191	1	-1.871491336	0.01																		
BN000617_MY2016HES39_Hesperiidae_Hesperiinae_Erionotini_Pirdana_hyela_rudolphii	Hesperiidae	Pirdana hyela	325.050132	1	135.10077	265.735168	82.55170028	2	-1.582455571	0.02	135.10077	267.2885954	81.77859239	1	-1.616411111	0.01	325.050132	1	135.10077	272.9490271	111.1553035	4.5	-1.240141071	0.045	135.10077	254.7522287	63.81722239	2	-1.874908594	0.02																		
SRR9330376_X_Hesperiidae_Heteropterinae_Heteropterini_Piruna_aea	Hesperiidae	Piruna aea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
LEP22847_X_Hesperiidae_Heteropterinae_Heteropterini_Piruna_pirus_X_ME	Hesperiidae	Piruna pirus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
DL08T008_X_Hesperiidae_Hesperiinae_Erionotini_Plastingia_naga_X_ME	Hesperiidae	Plastingia naga	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN000630_BNSZS00309_Hesperiidae_Hesperiinae_Astictopterini_Platylesches_picanini	Hesperiidae	Platylesches picanini	325.050657	1	67.3231	277.8828385	106.7317282	1	-1.972794239	0.01	67.3231	259.0477902	75.00048076	1	-2.556312816	0.01	325.050657	1	67.3231	262.5896023	73.30614079	1	-2.663712756	0.01	67.3231	265.9689646	94.41257502	1	-2.104019137	0.01																		
BN006120_KA18070ABRI_Hesperiidae_Hesperiinae_X_Ploetzia_amygdalis	Hesperiidae	Ploetzia amygdalis	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN007139_LEP44319_Hesperiidae_Hesperiinae_Hesperiini_Lon_zabulon	Hesperiidae	Poanes zabulon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000643_LEP28758_Hesperiidae_Hesperiinae_Hesperiini_Polites_vibex	Hesperiidae	Polites vibex	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
SRR7174562_X_Hesperiidae_Pyrginae_Carcharodini_Polyctor_polyctor	Hesperiidae	Polyctor polyctor	325.050802	1	103.1855	275.800099	97.37512769	1	-1.772676485	0.01	103.1855	271.8036685	90.55305687	1	-1.862092505	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174527_X_Hesperiidae_Eudaminae_Eudamini_Polygonus_leo	Hesperiidae	Polygonus leo	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
SRR7174526_X_Hesperiidae_Eudaminae_Eudamini_Polygonus_savigny	Hesperiidae	Polygonus savigny	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
SRR7174448_X_Hesperiidae_Eudaminae_Eudamini_Ectomis_asine	Hesperiidae	Polythrix asine	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000645_LEP47486_Hesperiidae_Eudaminae_Eudamini_Ectomis_octomaculata	Hesperiidae	Polythrix octomaculata	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000647_MY2016HES10_Hesperiidae_Hesperiinae_Baorini_Polytremis_lubricans_lubricans	Hesperiidae	Polytremis lubricans	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000651_LEP37004_Hesperiidae_Hesperiinae_Hesperiini_Vernia_verna	Hesperiidae	Pompeius verna	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000659_MY2016HES1_Hesperiidae_Hesperiinae_Taractrocerini_Potanthus_omaha	Hesperiidae	Potanthus omaha	460.808534	2	271.088743	266.9336156	93.54402555	63	0.044418951	0.63	271.088743	277.1688509	105.64977	63	-0.057549656	0.63	325.050732	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000663_LEP39369_Hesperiidae_Hesperiinae_Hesperiini_Problema_byssus	Hesperiidae	Problema byssus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
