Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p
BN000673_639_Hesperiidae_Eudaminae_Phocidini_Pseudonascus_paulliniae	Hesperiidae	Pseudonascus paulliniae	325.050854	1	101.2678	268.2930226	81.88597339	1	-2.039729341	0.01	101.2678	262.5863915	80.8300336	1	-1.995775386	0.01
BN000674_MY2016HES6_Hesperiidae_Hesperiinae_X_Psolos_fuligo_fuligo	Hesperiidae	Psolos fuligo	423.260052	2	196.41887	254.246465	50.72763099	5	-1.139962459	0.05	196.41887	270.0513478	92.33921363	4	-0.797412875	0.04
BN000679_536_Hesperiidae_Hesperiinae_Astictopterini_Pteroteinon_laufella	Hesperiidae	Pteroteinon laufella	460.808805	2	271.516683	263.281099	72.61509844	65	0.11341421	0.65	271.516683	280.5591759	112.3253214	64	-0.080502711	0.64
SRR7174499_X_Hesperiidae_Pyrginae_Pyrgini_Burnsius_albescens	Hesperiidae	Pyrgus albescens	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01
RE07G218_X_Hesperiidae_Pyrginae_Pyrgini_Pyrgus_carthami_X_ME	Hesperiidae	Pyrgus carthami	567.364265	3	244.0321553	273.5877742	78.61986311	30	-0.375930683	0.3	240.5951863	253.6415545	51.48587629	42	-0.253397031	0.42
SRR7174492_X_Hesperiidae_Pyrginae_Pyrgini_Pyrgus_malvae	Hesperiidae	Pyrgus malvae	325.050892	1	189.1223	272.4282205	110.7314868	10	-0.752323687	0.1	189.1223	271.2290871	107.9586884	6	-0.760538946	0.06
SRR7174487_X_Hesperiidae_Pyrginae_Pyrgini_Pyrgus_scriptura	Hesperiidae	Pyrgus scriptura	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01
BN000701_Rvcoll06A104_Hesperiidae_Coeliadinae_X_Pyrrhiades_lucagus	Hesperiidae	Pyrrhiades lucagus	325.050687	1	102.661	267.3312541	93.25298334	1	-1.765844354	0.01	102.661	261.7012227	107.8940745	4	-1.474040382	0.04
BN003670_LEP61253_Hesperiidae_Hesperiinae_Hesperiini_Pyrrhocalles_antiqua	Hesperiidae	Pyrrhocalles antiqua	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000702_LEP48135_Hesperiidae_Coeliadinae_X_Pyrrhochalcia_iphis	Hesperiidae	Pyrrhochalcia iphis	1039.54435	7	247.3805146	271.2593142	43.20678392	25	-0.552663203	0.25	233.1307294	232.200377	33.09993169	64	0.028107383	0.64
SRR9330660_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Pyrrhopyge_crida	Hesperiidae	Pyrrhopyge crida	325.050687	1	95.298	272.6609097	99.06939882	1	-1.790289553	0.01	95.298	262.4033554	74.29447378	1	-2.249229948	0.01
BN004819_EBMGCLHESP0070_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Pyrrhopyge_phidias	Hesperiidae	Pyrrhopyge phidias	560.00786	3	235.6911453	274.182152	82.67961622	14	-0.465544089	0.14	234.224086	254.4845696	41.91076727	26	-0.483419535	0.26
BN000706_64_Hesperiidae_Hesperiinae_Hesperiini_Pyrrhopygopsis_socrates	Hesperiidae	Pyrrhopygopsis socrates	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000707_511_Hesperiidae_Pyrginae_Achlyodini_Pythonides_jovianus	Hesperiidae	Pythonides jovianus	325.0506	1	107.601644	277.3659084	106.6466178	2	-1.591839179	0.02	107.601644	266.6865731	81.99789291	1	-1.940109964	0.01
BN000708_510_Hesperiidae_Pyrginae_Achlyodini_Quadrus_cerialis	Hesperiidae	Quadrus cerialis	457.44506	2	264.788852	281.3889148	103.805991	54	-0.159914304	0.54	264.788852	262.3274142	71.91033008	68	0.034229266	0.68
BN000711_MY2016HES76_Hesperiidae_Hesperiinae_Erionotini_Quedara_monteithi_monteithi	Hesperiidae	Quedara monteithi	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000712_LEP41790_Hesperiidae_Hesperiinae_Hesperiini_Quinta_cannae	Hesperiidae	Quinta cannae	363.289652	2	76.4774	260.2081124	86.53284476	1	-2.123248264	0.01	76.4774	267.9009674	83.05680308	1	-2.304730742	0.01
BN005085_05SRNP04652_Hesperiidae_Hesperiinae_Hesperiini_Rhinthon_cubana	Hesperiidae	Rhinthon cubana	363.289652	2	76.4774	260.2081124	86.53284476	1	-2.123248264	0.01	76.4774	267.9009674	83.05680308	1	-2.304730742	0.01
BN000717_310_Hesperiidae_Hesperiinae_Taractrocerini_Sabera_caesina	Hesperiidae	Sabera caesina	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000719_MY2016HES57_Hesperiidae_Hesperiinae_Erionotini_Salanoemia_sala	Hesperiidae	Salanoemia sala	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000725_MY2016HES23_Hesperiidae_Tagiadinae_Celaenorrhinini_Sarangesa_dasahara_dasahara	Hesperiidae	Sarangesa dasahara	568.658872	3	241.4513733	283.7987922	90.46258799	27	-0.468120798	0.27	237.1560267	248.6643523	36.50073184	29	-0.315290271	0.29
SRR7174376_X_Hesperiidae_Eudaminae_Phocidini_Salantoia_eriopis	Hesperiidae	Sarmientoia eriopis	325.050687	1	102.661	267.3312541	93.25298334	1	-1.765844354	0.01	102.661	261.7012227	107.8940745	4	-1.474040382	0.04
BN000735_CN16P041_Hesperiidae_Tagiadinae_Tagiadini_Satarupa_gopala	Hesperiidae	Satarupa gopala	325.049924	1	118	267.4639094	81.18555277	1	-1.841016096	0.01	118	271.2168973	89.42806658	1	-1.713297661	0.01
SRR9330383_X_Hesperiidae_Tagiadinae_Tagiadini_Satarupa_nymphalis	Hesperiidae	Satarupa nymphalis	325.049924	1	118	267.4639094	81.18555277	1	-1.841016096	0.01	118	271.2168973	89.42806658	1	-1.713297661	0.01
BN000743_Rvcoll11K853_Hesperiidae_Hesperiinae_Astictopterini_Semalea_pulvina	Hesperiidae	Semalea pulvina	325.050972	1	51.8437	276.3722704	97.49325708	1	-2.303016405	0.01	51.8437	288.837143	116.3574774	1	-2.036770203	0.01
BN000744_MY2016HES73_Hesperiidae_Tagiadinae_Tagiadini_Seseria_dohertyi_salex	Hesperiidae	Seseria dohertyi	325.050763	1	169.1905	277.2799701	106.1552734	3	-1.018220449	0.03	169.1905	273.6628529	100.2509872	4	-1.042107971	0.04
BN000746_304_Hesperiidae_Trapezitinae_X_Signeta_flammeata	Hesperiidae	Signeta flammeata	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000506_RVcoll07W266_Hesperiidae_Pyrginae_Carcharodini_Sloperia_proto	Hesperiidae	Sloperia proto	325.050552	1	142	289.3217293	123.5641318	2	-1.192269368	0.02	142	272.602494	90.67018156	2	-1.440412843	0.02
BN003709_LEP61292_Hesperiidae_Pyrginae_Carcharodini_Sophista_latifasciata	Hesperiidae	Sophista latifasciata	460.963498	2	271.825288	267.6297582	81.34179112	92	0.051579019	0.92	271.825288	279.7763464	103.9196974	88	-0.076511563	0.88
SRR7174548_X_Hesperiidae_Eudaminae_Eudamini_Spathilepia_clonius	Hesperiidae	Spathilepia clonius	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
ME12C812_X_Hesperiidae_Pyrginae_Carcharodini_Ernsta_colotes_X_ME	Hesperiidae	Spialia colotes	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01
SRR7174534_X_Hesperiidae_Pyrginae_Carcharodini_Spialia_orbifer	Hesperiidae	Spialia orbifer	325.050892	1	189.1223	272.4282205	110.7314868	10	-0.752323687	0.1	189.1223	271.2290871	107.9586884	6	-0.760538946	0.06
BN003435_LEP59344_Hesperiidae_Pyrginae_Achlyodini_Spioniades_artemides	Hesperiidae	Spioniades artemides	325.050502	1	99.499	256.5699902	46.18246616	1	-3.401095768	0.01	99.499	281.8701923	112.0306115	1	-1.627869293	0.01
BN003651_746402_Hesperiidae_Hesperiinae_Megathymini_Stallingsia_maculosus	Hesperiidae	Stallingsia maculosus	325.050132	1	135.10077	265.735168	82.55170028	2	-1.582455571	0.02	135.10077	267.2885954	81.77859239	1	-1.616411111	0.01
BN000768_82_Hesperiidae_Pyrginae_Carcharodini_Staphylus_ceos	Hesperiidae	Staphylus ceos	325.050352	1	87.3223	272.5455388	90.21455127	1	-2.053141496	0.01	87.3223	276.0024032	97.50134195	1	-1.935153911	0.01
SRR7174537_X_Hesperiidae_Pyrginae_Carcharodini_Staphylus_hayhurstii	Hesperiidae	Staphylus hayhurstii	325.050352	1	87.3223	272.5455388	90.21455127	1	-2.053141496	0.01	87.3223	276.0024032	97.50134195	1	-1.935153911	0.01
BN000770_94_Hesperiidae_Hesperiinae_Hesperiini_Stinga_morrisoni	Hesperiidae	Stinga morrisoni	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000771_DL16V135_Hesperiidae_Hesperiinae_Erionotini_Suada_swerga	Hesperiidae	Suada swerga	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000772_LEP37037_Hesperiidae_Hesperiinae_Erionotini_Suastus_gremius_gremius	Hesperiidae	Suastus gremius	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000778_380_Hesperiidae_Hesperiinae_Taractrocerini_Suniana_sunias	Hesperiidae	Suniana sunias	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN005421_LEP53788_Hesperiidae_Hesperiinae_Hesperiini_Synale_cynaxa	Hesperiidae	Synale cynaxa	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000780_634_Hesperiidae_Hesperiinae_Hesperiini_Synapte_silius	Hesperiidae	Synapte silius	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000781_LEP40102_Hesperiidae_Pyrginae_Pyrgini_Systasea_zampa	Hesperiidae	Systasea zampa	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01
ME11B067_X_Hesperiidae_Tagiadinae_Tagiadini_Tagiades_flesus_X_ME	Hesperiidae	Tagiades flesus	644.215374	4	236.034561	266.0959602	56.18486912	10	-0.535044393	0.1	212.533778	240.6629681	42.38795146	15	-0.663612871	0.15
BN000787_LEP28936_Hesperiidae_Tagiadinae_Tagiadini_Tagiades_gana	Hesperiidae	Tagiades gana	325.050632	1	123.508	276.0486603	97.6395494	1	-1.562283534	0.01	123.508	299.1788317	133.0036616	1	-1.320796958	0.01
BN000789_MY2016HES28_Hesperiidae_Tagiadinae_Tagiadini_Tagiades_japetus_atticus	Hesperiidae	Tagiades japetus	460.809312	2	271.51699	266.6029316	82.25533167	73	0.059741519	0.73	271.51699	278.2944044	108.1725432	68	-0.06265374	0.68
SRR7174440_X_Hesperiidae_Tagiadinae_Tagiadini_Tagiades_litigiosa	Hesperiidae	Tagiades litigiosa	580.581495	3	260.859162	267.2890459	77.76765867	66	-0.082680693	0.66	250.201671	249.6138981	44.85508323	53	0.01310382	0.53
BN000795_513_Hesperiidae_Hesperiinae_Hesperiini_Talides_sinois	Hesperiidae	Talides sinois	325.050962	1	83.904298	279.0870037	105.3705059	1	-1.85234667	0.01	83.904298	276.0477002	107.2672126	1	-1.791259393	0.01
BN000796_MY2016HES77_Hesperiidae_Tagiadinae_Tagiadini_Tapena_thwaitesi_bornea	Hesperiidae	Tapena thwaitesi	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN000797_DL10Z137_Hesperiidae_Hesperiinae_Taractrocerini_Taractrocera_luzonensis	Hesperiidae	Taractrocera luzonensis	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
SRR7174517_X_Hesperiidae_Hesperiinae_Taractrocerini_Taractrocera_maevius	Hesperiidae	Taractrocera maevius	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN003428_LEP59337_Hesperiidae_Eudaminae_Entheini_Tarsoctenus_corytus	Hesperiidae	Tarsoctenus corytus	325.050522	1	85.3277	274.437433	97.21424656	1	-1.945288265	0.01	85.3277	279.3900286	104.6663524	1	-1.854104248	0.01
BN000800_509_Hesperiidae_Eudaminae_Eudamini_Telemiades_amphion	Hesperiidae	Telemiades amphion	448.785072	2	242.30299	291.3897916	129.6547259	29	-0.378596316	0.29	242.30299	273.7602745	99.26248492	23	-0.316910105	0.23
BN000803_LEP37050_Hesperiidae_Hesperiinae_Taractrocerini_Telicota_augias_augias	Hesperiidae	Telicota augias	399.739132	2	149.376799	269.8816835	104.4310068	7	-1.153918631	0.07	149.376799	275.179259	107.3558563	2	-1.171826712	0.02
BN000810_Rvcoll11K217_Hesperiidae_Hesperiinae_Astictopterini_Teniorhinus_harona	Hesperiidae	Teniorhinus harona	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN006124_KA18075ABRI_Hesperiidae_Hesperiinae_Astictopterini_Teniorhinus_watsoni	Hesperiidae	Teniorhinus watsoni	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN000813_483_Hesperiidae_Pyrginae_Erynnini_Theagenes_dichrous	Hesperiidae	Theagenes dichrous	325.050552	1	142	289.3217293	123.5641318	2	-1.192269368	0.02	142	272.602494	90.67018156	2	-1.440412843	0.02
BN000817_503_Hesperiidae_Hesperiinae_Hesperiini_Thespieus_macareus	Hesperiidae	Thespieus macareus	325.050802	1	103.1855	275.800099	97.37512769	1	-1.772676485	0.01	103.1855	271.8036685	90.55305687	1	-1.862092505	0.01
BN000820_LEP36684_Hesperiidae_Hesperiinae_Aeromachini_Praethoressa_varia	Hesperiidae	Thoressa varia	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
SRR7174390_X_Hesperiidae_Eudaminae_Eudamini_Cecropterus_bathyllus	Hesperiidae	Thorybes bathyllus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
SRR7174394_X_Hesperiidae_Eudaminae_Eudamini_Cecropterus_confusis	Hesperiidae	Thorybes confusis	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN000825_452_Hesperiidae_Hesperiinae_Hesperiini_Thracides_phidon	Hesperiidae	Thracides phidon	383.311462	2	116.52108	268.4309119	80.67443553	1	-1.882998387	0.01	116.52108	280.3199831	103.8853755	1	-1.576727258	0.01
RE04C201_X_Hesperiidae_Hesperiinae_Hesperiini_Thymelicus_lineola_X_ME	Hesperiidae	Thymelicus lineola	418.872232	2	187.64298	258.5362893	61.37136323	3	-1.155152917	0.03	187.64298	287.8263409	116.4519711	1	-0.860297683	0.01
SRR1325130_X_Hesperiidae_Hesperiinae_Hesperiini_Thymelicus_sylvestris	Hesperiidae	Thymelicus sylvestris	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
SRR9330370_X_Hesperiidae_Trapezitinae_X_Toxidia_parvulus	Hesperiidae	Toxidia parvulus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000840_111_Hesperiidae_Trapezitinae_X_Toxidia_peron	Hesperiidae	Toxidia peron	601.023242	4	206.5918333	262.1642049	52.87183641	1	-1.051077007	0.01	161.37194	248.3857205	37.64587404	1	-2.311376286	0.01
RE02A019_X_Hesperiidae_Trapezitinae_X_Trapezites_petalia_X_ME	Hesperiidae	Trapezites petalia	325.050132	1	135.10077	265.735168	82.55170028	2	-1.582455571	0.02	135.10077	267.2885954	81.77859239	1	-1.616411111	0.01
BN000850_89_Hesperiidae_Trapezitinae_X_Trapezites_symmomus	Hesperiidae	Trapezites symmomus	325.050132	1	135.10077	265.735168	82.55170028	2	-1.582455571	0.02	135.10077	267.2885954	81.77859239	1	-1.616411111	0.01
BN000852_352_Hesperiidae_Tagiadinae_Celaenorrhinini_Triskelionia_tricerata	Hesperiidae	Triskelionia tricerata	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN003732_LEP61315_Hesperiidae_Hesperiinae_Astictopterini_Tsitana_tsita	Hesperiidae	Tsitana tsita	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000854_LEP31676_Hesperiidae_Hesperiinae_Erionotini_Udaspes_folus	Hesperiidae	Udaspes folus	508.498162	3	212.8039867	278.3454331	81.3011696	1	-0.806156255	0.01	154.0907	253.0617349	46.84952584	1	-2.112530129	0.01
BN000856_412_Hesperiidae_Eudaminae_Entheini_Udranomia_kikkawai	Hesperiidae	Udranomia kikkawai	325.050651	1	116.466	253.3689577	50.25001791	3	-2.724435998	0.03	116.466	264.8714725	81.35750331	1	-1.824115373	0.01
BN005068_05SRNP24711_Hesperiidae_Eudaminae_Entheini_Udranomia_orcinus	Hesperiidae	Udranomia orcinus	325.050395	1	67.0275	273.6117227	99.5854068	1	-2.074442726	0.01	67.0275	269.0817916	90.10180375	1	-2.242511062	0.01
BN000857_MY2016HES27_Hesperiidae_Hesperiinae_Erionotini_Unkana_ambasa_batara	Hesperiidae	Unkana ambasa	460.809112	2	271.51706	260.6321572	76.91497516	77	0.141518642	0.77	271.51706	275.9173129	106.9620262	73	-0.041138459	0.73
SRR7174579_X_Hesperiidae_Eudaminae_Eudamini_Cecropterus_dorantes	Hesperiidae	Urbanus dorantes	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
SRR7174574_X_Hesperiidae_Eudaminae_Eudamini_Cecropterus_doryssus	Hesperiidae	Urbanus doryssus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
SRR7174353_X_Hesperiidae_Eudaminae_Eudamini_Urbanus_esmeraldus	Hesperiidae	Urbanus esmeraldus	448.784822	2	247.46887	291.5955824	139.0631552	38	-0.317314189	0.38	247.46887	282.8689121	111.660847	37	-0.317031825	0.37
SRR7174580_X_Hesperiidae_Eudaminae_Eudamini_Spicauda_procne	Hesperiidae	Urbanus procne	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN007171_LEP53702_Hesperiidae_Eudaminae_Eudamini_Urbanus_proteus	Hesperiidae	Urbanus proteus	460.809112	2	271.51699	294.3333843	128.1423622	66	-0.178055047	0.66	271.51699	278.4400696	118.9193899	79	-0.058216575	0.79
BN005130_05SRNP35622_Hesperiidae_Eudaminae_Eudamini_Venada_nevada	Hesperiidae	Venada nevada	325.050763	1	169.1905	277.2799701	106.1552734	3	-1.018220449	0.03	169.1905	273.6628529	100.2509872	4	-1.042107971	0.04
BN005084_05SRNP04269_Hesperiidae_Hesperiinae_Hesperiini_Vertica_verticalis	Hesperiidae	Vertica verticalis	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
RE07G002_X_Hesperiidae_Hesperiinae_Hesperiini_Vettius_lafrenaye_X_ME	Hesperiidae	Vettius lafrenaye	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000884_LEP26148_Hesperiidae_Hesperiinae_Hesperiini_Wallengrenia_otho_otho	Hesperiidae	Wallengrenia otho	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000885_LEP53072_Hesperiidae_Hesperiinae_Hesperiini_Wallengrenia_premnas	Hesperiidae	Wallengrenia premnas	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN000888_BNSZS00531_Hesperiidae_Hesperiinae_Astictopterini_Xanthodisca_vibius	Hesperiidae	Xanthodisca vibius	325.050972	1	51.8437	276.3722704	97.49325708	1	-2.303016405	0.01	51.8437	288.837143	116.3574774	1	-2.036770203	0.01
BN000890_432_Hesperiidae_Hesperiinae_Hesperiini_Xeniades_orchamus	Hesperiidae	Xeniades orchamus	431.785122	2	213.46856	275.2040769	97.64271092	4	-0.63225935	0.04	213.46856	289.4161801	131.1262694	13	-0.579194546	0.13
BN000891_LEP30291_Hesperiidae_Pyrginae_Pyrgini_Xenophanes_tryxus	Hesperiidae	Xenophanes tryxus	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01
BN000892_520_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Yanguna_cosyra	Hesperiidae	Yanguna cosyra	325.050687	1	102.1548	274.3371978	88.42544031	1	-1.947204302	0.01	102.1548	283.8019797	111.0899468	1	-1.635136076	0.01
BN000897_MY2016HES17_Hesperiidae_Hesperiinae_Erionotini_Zela_zeus_optimus	Hesperiidae	Zela zeus	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN000899_Rvcoll11K410_Hesperiidae_Hesperiinae_Baorini_Zenonia_zeno	Hesperiidae	Zenonia zeno	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
SRR7174444_X_Hesperiidae_Eudaminae_Eudamini_Zestusa_dorus	Hesperiidae	Zestusa dorus	325.050512	1	80.4628	270.4215538	92.34636629	1	-2.057024672	0.01	80.4628	255.8357654	60.36720587	1	-2.90510324	0.01
BN000901_MY2016HES32_Hesperiidae_Hesperiinae_X_Zographetus_ogygia	Hesperiidae	Zographetus ogygia	460.809112	2	271.51699	294.3333843	128.1423622	66	-0.178055047	0.66	271.51699	278.4400696	118.9193899	79	-0.058216575	0.79
BN000904_BNSZS00600_Hesperiidae_Hesperiinae_Astictopterini_Zophopetes_cerymica	Hesperiidae	Zophopetes cerymica	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN006126_KA18134ABRI_Hesperiidae_Hesperiinae_Astictopterini_Zophopetes_dysmephila	Hesperiidae	Zophopetes dysmephila	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02
BN003930_KD93B077_Lycaenidae_Theclinae_Luciini_Acrodipsas_myrmecophila	Lycaenidae	Acrodipsas myrmecophila	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN004002_DL01N115_Lycaenidae_Polyommatinae_Polyommatini_Acytolepis_puspa	Lycaenidae	Acytolepis puspa	1626.226815	13	233.5438826	274.6950093	37.84817363	1	-1.087268493	0.01	207.8672243	219.2670899	21.77757502	37	-0.523468089	0.37
BN000907_BNSZS00175_Lycaenidae_Poritiinae_Epitolini_Aethiopana_honorius	Lycaenidae	Aethiopana honorius	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN005608_VL18L006_Lycaenidae_Polyommatinae_Polyommatini_Afarsia_morgiana	Lycaenidae	Afarsia morgiana	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN000912_MY2016055_Lycaenidae_Polyommatinae_Polyommatini_Agriades_optilete	Lycaenidae	Agriades optilete	325.050542	1	118.202	273.5065991	103.4926449	2	-1.500634167	0.02	118.202	271.5955545	89.86582135	1	-1.706917627	0.01
BN005208_YI17V056_Lycaenidae_Theclinae_Cheritrini_Ahmetia_achaja	Lycaenidae	Ahmetia achaja	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN003957_AH95Y843_Lycaenidae_Poritiinae_Pentilini_Alaena_amazoula	Lycaenidae	Alaena amazoula	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01
BN003888_DL07B139_Lycaenidae_Miletinae_Miletini_Allotinus_fallax	Lycaenidae	Allotinus fallax	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DL09X161_X_Lycaenidae_Miletinae_Miletini_Allotinus_unicolor_X_ME	Lycaenidae	Allotinus unicolor	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BN003911_ZAK10N026_Lycaenidae_Aphnaeinae_X_Aloeides_pierus	Lycaenidae	Aloeides pierus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
BN004021_VL02X098_Lycaenidae_Polyommatinae_Polyommatini_Alpherakya_sarta	Lycaenidae	Alpherakya sarta	447.456662	2	244.81116	299.7178516	139.1872279	39	-0.394480819	0.39	244.81116	268.2606956	92.3444625	35	-0.253935482	0.35
BN006279_FH18Z055_Lycaenidae_Theclinae_Theclini_Amblopala_avidiena	Lycaenidae	Amblopala avidiena	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04
DL09X150_X_Lycaenidae_Theclinae_Amblypodiini_Amblypodia_narada_X_ME	Lycaenidae	Amblypodia narada	448.785655	2	247.469563	276.7036305	97.54348487	49	-0.299702923	0.49	247.469563	256.6866316	60.6607309	55	-0.151944569	0.55
BN003902_RE08J100_Lycaenidae_Theclinae_Remelanini_Ancema_ctesia	Lycaenidae	Ancema ctesia	325.05083	1	159.8647	282.5633507	111.8435063	2	-1.097056546	0.02	159.8647	264.0929127	85.49601097	4	-1.219100301	0.04
ME12D075_X_Lycaenidae_Polyommatinae_Lycaenesthini_Anthene_larydas_X_ME	Lycaenidae	Anthene larydas	440.836557	2	231.571975	305.4496708	142.4348133	11	-0.518677239	0.11	231.571975	273.7291582	89.74644472	9	-0.469736526	0.09
